sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_127366,Yes,No,Consensus,0.993,0.0055518974550068,Both,N/A,N/A,N/A
k141_11253,Yes,No,Consensus,1.0,0.5598510503768921,Both,N/A,N/A,N/A
k141_38171,Yes,No,Consensus,0.58,0.513297975063324,Both,N/A,N/A,N/A
k141_103700,Yes,No,Consensus,0.607,0.012983507476747,Both,N/A,N/A,N/A
k141_116419,Yes,No,Consensus,0.573,0.0083290971815586,Both,N/A,N/A,N/A
k141_73916,Yes,No,Consensus,0.933,0.1147122457623481,Both,N/A,N/A,N/A
k141_7659,Yes,No,Consensus,0.96,0.5436630249023438,Both,N/A,N/A,N/A
k141_38122,Yes,No,Consensus,0.653,0.0079443184658885,Both,N/A,N/A,N/A
k141_39489,Yes,No,Consensus,0.58,0.0003123234782833,Both,N/A,N/A,N/A
k141_29169,Yes,No,Consensus,0.98,0.0222438909113407,Both,N/A,N/A,N/A
k141_28789,Yes,No,Consensus,0.647,0.0211239699274301,Both,N/A,N/A,N/A
k141_77436,Yes,No,Consensus,0.88,0.0001341035967925,Both,N/A,N/A,N/A
NODE_2981_length_1297_cov_1.403382,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0003233867173548,Both
k141_44622,Yes,No,Consensus,0.827,0.0242269076406955,Both,N/A,N/A,N/A
k141_136904,Yes,No,Consensus,0.52,0.9926409721374512,Both,N/A,N/A,N/A
k141_151098,Yes,No,Consensus,0.727,0.83302241563797,Both,N/A,N/A,N/A
NODE_3333_length_1256_cov_3.442964,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.4829243123531341,Both
k141_174596,Yes,No,Consensus,0.867,0.5301043391227722,Both,N/A,N/A,N/A
k141_71053,Yes,No,Consensus,1.0,0.3104475438594818,Both,N/A,N/A,N/A
k141_173090,Yes,No,Consensus,0.953,0.3495104610919952,Both,N/A,N/A,N/A
k141_96514,Yes,No,Consensus,0.827,0.692817211151123,Both,N/A,N/A,N/A
k141_95443,Yes,No,Consensus,0.7,0.4486533403396606,Both,N/A,N/A,N/A
NODE_1549_length_1545_cov_3.516107,No,Yes,Consensus,N/A,N/A,N/A,0.587,0.031179953366518,Both
k141_6970,Yes,No,Consensus,,0.0079825604334473,Both,N/A,N/A,N/A
k141_30928,Yes,No,Consensus,1.0,0.4070939719676971,Both,N/A,N/A,N/A
k141_468,Yes,No,Consensus,0.993,0.0399267263710498,Both,N/A,N/A,N/A
k141_91825,Yes,No,Consensus,0.667,1.259263626707252e-05,Both,N/A,N/A,N/A
k141_41006,Yes,No,Consensus,0.607,0.0178111530840396,Both,N/A,N/A,N/A
k141_140914,Yes,No,Consensus,0.713,0.0886337384581565,Both,N/A,N/A,N/A
k141_108950,Yes,No,Consensus,0.847,0.0754884630441665,Both,N/A,N/A,N/A
k141_141477,Yes,No,Consensus,0.7,0.0060851112939417,Both,N/A,N/A,N/A
k141_144452,Yes,No,Consensus,0.88,0.3769207596778869,Both,N/A,N/A,N/A
k141_22028,Yes,No,Consensus,0.9,0.998576283454895,Both,N/A,N/A,N/A
k141_21740,Yes,No,Consensus,0.98,0.1169183328747749,Both,N/A,N/A,N/A
k141_80132,Yes,No,Consensus,0.613,0.0002263696806039,Both,N/A,N/A,N/A
NODE_7573_length_1008_cov_1.238195,No,Yes,Consensus,N/A,N/A,N/A,0.653,3.7940717447781935e-06,Both
k141_130413,Yes,No,Consensus,1.0,0.8591246008872986,Both,N/A,N/A,N/A
k141_156609,Yes,No,Consensus,0.873,0.4989183843135834,Both,N/A,N/A,N/A
NODE_1872_length_1477_cov_2.193390,No,Yes,Consensus,N/A,N/A,N/A,0.673,6.526698257403041e-07,Both
k141_38292,Yes,No,Consensus,0.667,0.5280004739761353,Both,N/A,N/A,N/A
k141_15156,Yes,No,Consensus,0.76,0.1690507382154464,Both,N/A,N/A,N/A
k141_134352,Yes,No,Consensus,0.92,0.274796187877655,Both,N/A,N/A,N/A
k141_106421,Yes,No,Consensus,0.633,0.0085511151701211,Both,N/A,N/A,N/A
k141_45171,Yes,No,Consensus,0.667,0.0077171409502625,Both,N/A,N/A,N/A
k141_82840,Yes,No,Consensus,0.973,0.6695876717567444,Both,N/A,N/A,N/A
k141_70099,Yes,No,Consensus,0.867,0.3848252892494201,Both,N/A,N/A,N/A
k141_40314,Yes,No,Consensus,0.973,1.2743546449200949e-06,Both,N/A,N/A,N/A
k141_81638,Yes,No,Consensus,0.9,0.106873482465744,Both,N/A,N/A,N/A
k141_101855,Yes,No,Consensus,0.947,0.9962468147277832,Both,N/A,N/A,N/A
k141_62234,Yes,No,Consensus,0.787,0.714137613773346,Both,N/A,N/A,N/A
k141_36648,Yes,No,Consensus,1.0,0.088318333029747,Both,N/A,N/A,N/A
k141_33002,Yes,No,Consensus,0.9,0.9990275502204896,Both,N/A,N/A,N/A
k141_173375,Yes,No,Consensus,0.553,0.1160463616251945,Both,N/A,N/A,N/A
k141_100713,Yes,No,Consensus,0.68,0.0192996449768543,Both,N/A,N/A,N/A
k141_71980,Yes,No,Consensus,0.94,0.9683784246444702,Both,N/A,N/A,N/A
NODE_847_length_1843_cov_15.041387,No,Yes,Consensus,N/A,N/A,N/A,0.607,0.3656827211380005,Both
k141_53287,Yes,No,Consensus,,0.001653587212786,Both,N/A,N/A,N/A
k141_57986,Yes,No,Consensus,0.853,0.0044819018803536,Both,N/A,N/A,N/A
k141_26103,Yes,No,Consensus,0.693,0.0001045865501509,Both,N/A,N/A,N/A
NODE_110_length_3362_cov_3.798911,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.0010084901005029,Both
k141_69632,Yes,No,Consensus,0.72,0.1446924060583114,Both,N/A,N/A,N/A
k141_51438,Yes,No,Consensus,0.9,0.9862770438194276,Both,N/A,N/A,N/A
k141_119234,Yes,No,Consensus,0.833,0.1285146474838256,Both,N/A,N/A,N/A
NODE_7281_length_1018_cov_1.248183,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0774849951267242,Both
k141_126576,Yes,No,Consensus,0.773,0.003371559549123,Both,N/A,N/A,N/A
k141_55111,Yes,No,Consensus,0.813,2.3285906536330003e-06,Both,N/A,N/A,N/A
k141_49072,Yes,No,Consensus,0.893,0.2045522183179855,Both,N/A,N/A,N/A
k141_177812,Yes,No,Consensus,,6.173178462631768e-06,Both,N/A,N/A,N/A
k141_21575,Yes,No,Consensus,0.547,0.001060600974597,Both,N/A,N/A,N/A
k141_140567,Yes,No,Consensus,0.54,0.0170192029327154,Both,N/A,N/A,N/A
NODE_5920_length_1076_cov_1.595495,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.0260393545031547,Both
NODE_1241_length_1653_cov_2.001877,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.016922540962696,Both
k141_171918,Yes,No,Consensus,0.567,0.6132858991622925,Both,N/A,N/A,N/A
k141_35146,Yes,No,Consensus,1.0,0.5160461068153381,Both,N/A,N/A,N/A
NODE_252_length_2656_cov_3.299885,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0226173289120197,Both
k141_131185,Yes,No,Consensus,1.0,0.9972081184387208,Both,N/A,N/A,N/A
k141_104018,Yes,No,Consensus,0.687,0.0014943110290914,Both,N/A,N/A,N/A
k141_98467,Yes,No,Consensus,0.927,0.0149915646761655,Both,N/A,N/A,N/A
k141_126142,Yes,No,Consensus,0.98,0.7278327345848083,Both,N/A,N/A,N/A
k141_36634,Yes,No,Consensus,0.527,0.4440497756004333,Both,N/A,N/A,N/A
k141_165376,Yes,No,Consensus,0.987,0.927348494529724,Both,N/A,N/A,N/A
k141_11237,Yes,No,Consensus,0.993,0.0901969298720359,Both,N/A,N/A,N/A
k141_144760,Yes,No,Consensus,0.993,0.8655332326889038,Both,N/A,N/A,N/A
k141_17377,Yes,No,Consensus,0.987,0.0212732087820768,Both,N/A,N/A,N/A
k141_133289,Yes,No,Consensus,0.533,0.1704181283712387,Both,N/A,N/A,N/A
NODE_7312_length_1016_cov_2.105099,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0784043073654174,Both
k141_66512,Yes,No,Consensus,0.94,0.0054347310215234,Both,N/A,N/A,N/A
k141_7598,Yes,No,Consensus,0.84,0.0388098023831844,Both,N/A,N/A,N/A
NODE_6634_length_1043_cov_2.788462,No,Yes,Consensus,N/A,N/A,N/A,0.72,4.014590899714676e-07,Both
k141_122763,Yes,No,Consensus,0.873,1.311625510425074e-06,Both,N/A,N/A,N/A
k141_61629,Yes,No,Consensus,0.947,0.9656400084495544,Both,N/A,N/A,N/A
NODE_7102_length_1025_cov_3.312371,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.1595101952552795,Both
k141_100332,Yes,No,Consensus,,9.538710799006368e-08,Both,N/A,N/A,N/A
k141_309,Yes,No,Consensus,0.7,0.0147022381424903,Both,N/A,N/A,N/A
k141_138358,Yes,No,Consensus,0.66,0.902114748954773,Both,N/A,N/A,N/A
NODE_3491_length_1241_cov_2.006745,No,Yes,Consensus,N/A,N/A,N/A,,9.436789838446202e-08,Both
k141_171516,Yes,No,Consensus,0.967,0.0090180691331624,Both,N/A,N/A,N/A
k141_17593,Yes,No,Consensus,0.54,8.56185124575859e-06,Both,N/A,N/A,N/A
k141_142426,Yes,No,Consensus,0.86,0.0390562303364276,Both,N/A,N/A,N/A
k141_163146,Yes,No,Consensus,0.587,0.003473246935755,Both,N/A,N/A,N/A
k141_22553,Yes,No,Consensus,0.627,0.0004384041822049,Both,N/A,N/A,N/A
k141_56767,Yes,No,Consensus,0.993,0.5541595220565796,Both,N/A,N/A,N/A
NODE_5152_length_1118_cov_1.653810,No,Yes,Consensus,N/A,N/A,N/A,0.847,7.152100920393423e-07,Both
k141_94470,Yes,No,Consensus,0.673,0.8396772146224976,Both,N/A,N/A,N/A
k141_117359,Yes,No,Consensus,0.56,0.6106075644493103,Both,N/A,N/A,N/A
k141_42224,Yes,No,Consensus,0.527,0.0125742927193641,Both,N/A,N/A,N/A
k141_43906,Yes,No,Consensus,0.98,0.1329616606235504,Both,N/A,N/A,N/A
k141_142396,Yes,No,Consensus,0.987,0.3301540911197662,Both,N/A,N/A,N/A
k141_178614,Yes,No,Consensus,0.893,0.8558386564254761,Both,N/A,N/A,N/A
k141_1772,Yes,No,Consensus,0.927,0.1383668333292007,Both,N/A,N/A,N/A
k141_119627,Yes,No,Consensus,0.967,0.0343136191368103,Both,N/A,N/A,N/A
k141_12710,Yes,No,Consensus,0.987,0.7622432708740234,Both,N/A,N/A,N/A
NODE_4032_length_1196_cov_1.359334,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0682853311300277,Both
k141_74200,Yes,No,Consensus,0.927,0.0007813622942194,Both,N/A,N/A,N/A
k141_82833,Yes,No,Consensus,0.5,5.034036439610645e-05,Both,N/A,N/A,N/A
k141_67756,Yes,No,Consensus,0.8,0.4049448072910309,Both,N/A,N/A,N/A
k141_159967,Yes,No,Consensus,0.767,0.0038773007690906,Both,N/A,N/A,N/A
k141_143963,Yes,No,Consensus,0.667,1.1548304428288247e-05,Both,N/A,N/A,N/A
k141_80004,Yes,No,Consensus,1.0,0.1135146468877792,Both,N/A,N/A,N/A
k141_71954,Yes,No,Consensus,0.92,8.130082278512418e-07,Both,N/A,N/A,N/A
k141_86115,Yes,No,Consensus,0.62,0.4686913192272186,Both,N/A,N/A,N/A
k141_63066,Yes,No,Consensus,,0.2960937917232513,Both,N/A,N/A,N/A
NODE_2793_length_1318_cov_1.529691,No,Yes,Consensus,N/A,N/A,N/A,,0.893386721611023,Both
k141_77442,Yes,No,Consensus,0.767,0.0030054876115173,Both,N/A,N/A,N/A
k141_119787,Yes,No,Consensus,0.52,0.0216629821807146,Both,N/A,N/A,N/A
k141_17346,Yes,No,Consensus,0.813,0.0732562243938446,Both,N/A,N/A,N/A
k141_77923,Yes,No,Consensus,0.827,0.0118874004110693,Both,N/A,N/A,N/A
k141_17459,Yes,No,Consensus,0.54,3.263664257247001e-05,Both,N/A,N/A,N/A
k141_56560,Yes,No,Consensus,0.86,1.2537547666724436e-09,Both,N/A,N/A,N/A
NODE_1295_length_1630_cov_1.762540,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0001707059418549,Both
NODE_1367_length_1604_cov_2.699806,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.0118335308507084,Both
k141_54808,Yes,No,Consensus,0.6,0.0680162608623504,Both,N/A,N/A,N/A
k141_74232,Yes,No,Consensus,1.0,0.0007683469448238,Both,N/A,N/A,N/A
k141_72364,Yes,No,Consensus,0.987,0.4999635517597198,Both,N/A,N/A,N/A
k141_98148,Yes,No,Consensus,1.0,8.934850484365597e-06,Both,N/A,N/A,N/A
k141_71780,Yes,No,Consensus,0.513,9.45960181297778e-08,Both,N/A,N/A,N/A
k141_53513,Yes,No,Consensus,0.94,0.1684770882129669,Both,N/A,N/A,N/A
NODE_4578_length_1156_cov_3.778383,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.1835726499557495,Both
k141_85137,Yes,No,Consensus,0.687,0.0008643757319077,Both,N/A,N/A,N/A
k141_10734,Yes,No,Consensus,,0.0004145834827795,Both,N/A,N/A,N/A
k141_47914,Yes,No,Consensus,0.967,0.0667222812771797,Both,N/A,N/A,N/A
k141_23730,Yes,No,Consensus,0.92,0.4627147316932678,Both,N/A,N/A,N/A
k141_112572,Yes,No,Consensus,0.747,0.0001611201732885,Both,N/A,N/A,N/A
k141_168137,Yes,No,Consensus,0.987,0.1811126172542572,Both,N/A,N/A,N/A
NODE_4009_length_1197_cov_2.357268,No,Yes,Consensus,N/A,N/A,N/A,,9.107226617288688e-08,Both
k141_51047,Yes,No,Consensus,0.967,0.3416626453399658,Both,N/A,N/A,N/A
k141_163705,Yes,No,Consensus,0.527,4.832368176721502e-06,Both,N/A,N/A,N/A
k141_129152,Yes,No,Consensus,0.5,0.0061317039653658,Both,N/A,N/A,N/A
k141_66315,Yes,No,Consensus,0.52,7.374079723376781e-05,Both,N/A,N/A,N/A
k141_8009,Yes,No,Consensus,0.927,0.4628551602363586,Both,N/A,N/A,N/A
NODE_2088_length_1429_cov_1.813683,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0071224891580641,Both
k141_50489,Yes,No,Consensus,0.947,0.6414837837219238,Both,N/A,N/A,N/A
k141_102289,Yes,No,Consensus,0.827,2.281134220538661e-05,Both,N/A,N/A,N/A
k141_122192,Yes,No,Consensus,,9.523337212158369e-06,Both,N/A,N/A,N/A
k141_347,Yes,No,Consensus,0.573,0.0001353783736703,Both,N/A,N/A,N/A
k141_2417,Yes,No,Consensus,0.967,0.3828009665012359,Both,N/A,N/A,N/A
k141_24307,Yes,No,Consensus,0.987,0.2726154327392578,Both,N/A,N/A,N/A
k141_121012,Yes,No,Consensus,0.507,0.1187687963247299,Both,N/A,N/A,N/A
k141_135777,Yes,No,Consensus,0.793,3.9921043935464695e-05,Both,N/A,N/A,N/A
k141_129467,Yes,No,Consensus,0.96,0.6922692060470581,Both,N/A,N/A,N/A
k141_106476,Yes,No,Consensus,0.78,0.0002534002996981,Both,N/A,N/A,N/A
k141_147783,Yes,No,Consensus,0.9,0.9998793601989746,Both,N/A,N/A,N/A
k141_139601,Yes,No,Consensus,0.933,0.0142867378890514,Both,N/A,N/A,N/A
k141_167977,Yes,No,Consensus,0.993,0.0028784410096704,Both,N/A,N/A,N/A
k141_49002,Yes,No,Consensus,0.573,0.0068480093032121,Both,N/A,N/A,N/A
k141_75477,Yes,No,Consensus,0.993,6.164995625113079e-08,Both,N/A,N/A,N/A
NODE_6726_length_1040_cov_1.374619,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0001790042151696,Both
k141_76427,Yes,No,Consensus,0.847,0.0264174994081258,Both,N/A,N/A,N/A
k141_163693,Yes,No,Consensus,0.513,0.0473412349820137,Both,N/A,N/A,N/A
k141_33972,Yes,No,Consensus,0.98,0.1950361430644989,Both,N/A,N/A,N/A
k141_80335,Yes,No,Consensus,0.533,3.7736638205387854e-06,Both,N/A,N/A,N/A
NODE_6033_length_1070_cov_2.328079,No,Yes,Consensus,N/A,N/A,N/A,0.547,4.953210411273723e-11,Both
k141_127777,Yes,No,Consensus,0.96,1.797836557670962e-05,Both,N/A,N/A,N/A
NODE_2394_length_1375_cov_1.819697,No,Yes,Consensus,N/A,N/A,N/A,0.64,0.0226891990751028,Both
k141_104729,Yes,No,Consensus,0.993,0.0336717925965786,Both,N/A,N/A,N/A
k141_93608,Yes,No,Consensus,0.513,2.015817983647139e-07,Both,N/A,N/A,N/A
k141_49787,Yes,No,Consensus,0.92,0.3703588843345642,Both,N/A,N/A,N/A
k141_25344,Yes,No,Consensus,0.953,0.0001993180485442,Both,N/A,N/A,N/A
k141_79528,Yes,No,Consensus,0.953,0.0133303916081786,Both,N/A,N/A,N/A
NODE_6058_length_1069_cov_1.791913,No,Yes,Consensus,N/A,N/A,N/A,,0.3829817175865173,Both
k141_126609,Yes,No,Consensus,0.6,0.0014144504675641,Both,N/A,N/A,N/A
k141_4829,Yes,No,Consensus,0.713,6.057688733562827e-05,Both,N/A,N/A,N/A
k141_90508,Yes,No,Consensus,0.593,1.2746646405048525e-08,Both,N/A,N/A,N/A
NODE_877_length_1827_cov_3.371896,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.9650520086288452,Both
k141_169225,Yes,No,Consensus,0.593,9.77891613729298e-05,Both,N/A,N/A,N/A
k141_65096,Yes,No,Consensus,0.88,0.000275013706414,Both,N/A,N/A,N/A
NODE_6078_length_1068_cov_1.354393,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0087588094174861,Both
k141_47780,Yes,No,Consensus,0.907,0.0001165365902124,Both,N/A,N/A,N/A
k141_95337,Yes,No,Consensus,,0.0017139675328508,Both,N/A,N/A,N/A
k141_130399,Yes,No,Consensus,0.833,0.0400029830634593,Both,N/A,N/A,N/A
k141_130898,Yes,No,Consensus,0.873,0.558771550655365,Both,N/A,N/A,N/A
k141_36050,Yes,No,Consensus,,0.2204028666019439,Both,N/A,N/A,N/A
k141_23424,Yes,No,Consensus,0.987,0.5650059580802917,Both,N/A,N/A,N/A
k141_52706,Yes,No,Consensus,0.5,9.629184933146462e-05,Both,N/A,N/A,N/A
NODE_1918_length_1466_cov_2.523033,No,Yes,Consensus,N/A,N/A,N/A,,3.992912752437405e-06,Both
k141_147391,Yes,No,Consensus,0.907,0.1092803180217742,Both,N/A,N/A,N/A
k141_41789,Yes,No,Consensus,0.967,0.5525485873222351,Both,N/A,N/A,N/A
k141_50785,Yes,No,Consensus,0.987,0.3906688094139099,Both,N/A,N/A,N/A
k141_91416,Yes,No,Consensus,0.673,0.0156232733279466,Both,N/A,N/A,N/A
k141_172605,Yes,No,Consensus,0.673,1.994968260987661e-05,Both,N/A,N/A,N/A
k141_87821,Yes,No,Consensus,0.973,0.6660475134849548,Both,N/A,N/A,N/A
k141_45204,Yes,No,Consensus,1.0,0.5011211633682251,Both,N/A,N/A,N/A
k141_128008,Yes,No,Consensus,0.58,0.0002218405716121,Both,N/A,N/A,N/A
k141_29393,Yes,No,Consensus,0.56,0.0092075681313872,Both,N/A,N/A,N/A
k141_152804,Yes,No,Consensus,0.927,0.1251703649759292,Both,N/A,N/A,N/A
k141_175624,Yes,No,Consensus,0.813,0.0235580783337354,Both,N/A,N/A,N/A
k141_164621,Yes,No,Consensus,0.813,0.0113192535936832,Both,N/A,N/A,N/A
k141_128646,Yes,No,Consensus,1.0,0.9666980504989624,Both,N/A,N/A,N/A
k141_92004,Yes,No,Consensus,0.993,0.3811176121234894,Both,N/A,N/A,N/A
k141_81179,Yes,No,Consensus,0.553,0.0016651948681101,Both,N/A,N/A,N/A
NODE_1194_length_1669_cov_1.988228,No,Yes,Consensus,N/A,N/A,N/A,0.68,0.0040791621431708,Both
k141_177720,Yes,No,Consensus,0.96,0.0482130832970142,Both,N/A,N/A,N/A
NODE_412_length_2300_cov_6.779955,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.2197104543447494,Both
k141_112650,Yes,No,Consensus,0.993,0.2625545263290405,Both,N/A,N/A,N/A
k141_133758,Yes,No,Consensus,0.74,9.842174767982216e-05,Both,N/A,N/A,N/A
k141_151314,Yes,No,Consensus,,3.2873729196580825e-06,Both,N/A,N/A,N/A
k141_103589,Yes,No,Consensus,0.933,0.032485544681549,Both,N/A,N/A,N/A
k141_120035,Yes,No,Consensus,0.867,8.228157639678102e-06,Both,N/A,N/A,N/A
k141_50220,Yes,No,Consensus,0.62,0.3484840989112854,Both,N/A,N/A,N/A
k141_27611,Yes,No,Consensus,0.84,5.0744861646023764e-09,Both,N/A,N/A,N/A
k141_86232,Yes,No,Consensus,0.673,0.017807625234127,Both,N/A,N/A,N/A
k141_102804,Yes,No,Consensus,0.98,0.0134644331410527,Both,N/A,N/A,N/A
k141_42945,Yes,No,Consensus,0.927,0.4087073802947998,Both,N/A,N/A,N/A
k141_27369,Yes,No,Consensus,0.9,6.503441454697168e-06,Both,N/A,N/A,N/A
k141_136790,Yes,No,Consensus,0.593,0.0032493933103978,Both,N/A,N/A,N/A
k141_44221,Yes,No,Consensus,0.967,0.2708194255828857,Both,N/A,N/A,N/A
k141_86685,Yes,No,Consensus,0.76,0.033192079514265,Both,N/A,N/A,N/A
k141_144682,Yes,No,Consensus,0.787,0.0482763238251209,Both,N/A,N/A,N/A
k141_129979,Yes,No,Consensus,0.98,0.0354685187339782,Both,N/A,N/A,N/A
k141_178309,Yes,No,Consensus,0.687,0.0361968129873275,Both,N/A,N/A,N/A
k141_174443,Yes,No,Consensus,0.967,0.0753510519862175,Both,N/A,N/A,N/A
k141_19807,Yes,No,Consensus,0.993,0.394025444984436,Both,N/A,N/A,N/A
k141_56516,Yes,No,Consensus,,0.0086010368540883,Both,N/A,N/A,N/A
k141_2870,Yes,No,Consensus,0.993,0.4201812744140625,Both,N/A,N/A,N/A
k141_127656,Yes,No,Consensus,0.533,6.625117384828627e-05,Both,N/A,N/A,N/A
k141_79826,Yes,No,Consensus,0.94,0.0020141270942986,Both,N/A,N/A,N/A
k141_58062,Yes,No,Consensus,0.933,0.0059214904904365,Both,N/A,N/A,N/A
k141_155544,Yes,No,Consensus,0.933,0.0110696926712989,Both,N/A,N/A,N/A
NODE_4755_length_1145_cov_1.601835,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.2393617928028106,Both
k141_146894,Yes,No,Consensus,0.927,4.659498154069297e-05,Both,N/A,N/A,N/A
k141_17482,Yes,No,Consensus,0.84,1.0,Both,N/A,N/A,N/A
k141_81469,Yes,No,Consensus,1.0,0.2688872814178467,Both,N/A,N/A,N/A
k141_44065,Yes,No,Consensus,0.693,1.632924067962449e-06,Both,N/A,N/A,N/A
k141_15594,Yes,No,Consensus,0.54,0.5988335609436035,Both,N/A,N/A,N/A
k141_23699,Yes,No,Consensus,0.96,0.0154285328462719,Both,N/A,N/A,N/A
k141_27640,Yes,No,Consensus,0.907,0.0013214414939284,Both,N/A,N/A,N/A
k141_44116,Yes,No,Consensus,1.0,1.7438169379602186e-05,Both,N/A,N/A,N/A
k141_173426,Yes,No,Consensus,1.0,0.0253660939633846,Both,N/A,N/A,N/A
NODE_3209_length_1270_cov_1.696296,No,Yes,Consensus,N/A,N/A,N/A,1.0,3.634332460933365e-05,Both
k141_26718,Yes,No,Consensus,1.0,0.0001024005396175,Both,N/A,N/A,N/A
k141_101210,Yes,No,Consensus,0.96,0.0261627882719039,Both,N/A,N/A,N/A
NODE_5382_length_1104_cov_1.022879,No,Yes,Consensus,N/A,N/A,N/A,0.573,1.693166450422723e-05,Both
k141_150832,Yes,No,Consensus,1.0,0.1381645798683166,Both,N/A,N/A,N/A
k141_47726,Yes,No,Consensus,0.993,0.015403619967401,Both,N/A,N/A,N/A
k141_32919,Yes,No,Consensus,0.993,0.5362242460250854,Both,N/A,N/A,N/A
k141_92496,Yes,No,Consensus,0.807,0.0035827208776026,Both,N/A,N/A,N/A
k141_177343,Yes,No,Consensus,0.987,0.4989832043647766,Both,N/A,N/A,N/A
k141_129127,Yes,No,Consensus,0.56,0.4600738883018493,Both,N/A,N/A,N/A
k141_124279,Yes,No,Consensus,0.507,0.053533524274826,Both,N/A,N/A,N/A
k141_147186,Yes,No,Consensus,0.553,3.793799987761304e-05,Both,N/A,N/A,N/A
k141_93779,Yes,No,Consensus,0.96,0.5194762945175171,Both,N/A,N/A,N/A
k141_22242,Yes,No,Consensus,1.0,1.897218680824153e-05,Both,N/A,N/A,N/A
k141_144941,Yes,No,Consensus,0.973,0.0580293647944927,Both,N/A,N/A,N/A
NODE_882_length_1825_cov_1.855932,No,Yes,Consensus,N/A,N/A,N/A,0.547,0.0071125943213701,Both
k141_14822,Yes,No,Consensus,,0.8958053588867188,Both,N/A,N/A,N/A
k141_54716,Yes,No,Consensus,0.92,0.6087605953216553,Both,N/A,N/A,N/A
k141_72557,Yes,No,Consensus,0.547,0.0398719795048236,Both,N/A,N/A,N/A
k141_161478,Yes,No,Consensus,0.68,0.4194571673870086,Both,N/A,N/A,N/A
k141_62024,Yes,No,Consensus,0.88,0.0368326231837272,Both,N/A,N/A,N/A
k141_5201,Yes,No,Consensus,0.7,0.5448687076568604,Both,N/A,N/A,N/A
k141_104710,Yes,No,Consensus,0.913,1.7045695130946115e-05,Both,N/A,N/A,N/A
k141_168972,Yes,No,Consensus,0.58,0.082447662949562,Both,N/A,N/A,N/A
k141_37303,Yes,No,Consensus,0.707,5.457762745209038e-05,Both,N/A,N/A,N/A
k141_151828,Yes,No,Consensus,0.88,6.346862210193649e-05,Both,N/A,N/A,N/A
k141_79164,Yes,No,Consensus,0.52,0.0311197824776172,Both,N/A,N/A,N/A
k141_39362,Yes,No,Consensus,0.993,8.507737220497802e-05,Both,N/A,N/A,N/A
k141_169813,Yes,No,Consensus,0.933,0.1577653735876083,Both,N/A,N/A,N/A
k141_141916,Yes,No,Consensus,1.0,0.0009268893627449,Both,N/A,N/A,N/A
k141_116277,Yes,No,Consensus,0.88,0.0010771857341751,Both,N/A,N/A,N/A
k141_28575,Yes,No,Consensus,0.98,0.0909526869654655,Both,N/A,N/A,N/A
k141_70642,Yes,No,Consensus,0.613,0.0937102437019348,Both,N/A,N/A,N/A
NODE_6517_length_1048_cov_2.368580,No,Yes,Consensus,N/A,N/A,N/A,0.62,0.0010431574191898,Both
k141_118722,Yes,No,Consensus,0.833,0.0136806331574916,Both,N/A,N/A,N/A
k141_65075,Yes,No,Consensus,0.94,0.1755040436983108,Both,N/A,N/A,N/A
k141_180680,Yes,No,Consensus,0.567,0.0329103581607341,Both,N/A,N/A,N/A
NODE_533_length_2107_cov_2.312378,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0697089955210685,Both
k141_175521,Yes,No,Consensus,0.98,0.752231240272522,Both,N/A,N/A,N/A
NODE_2332_length_1385_cov_3.454887,No,Yes,Consensus,N/A,N/A,N/A,0.947,0.2816865742206573,Both
k141_67242,Yes,No,Consensus,0.967,0.7845905423164368,Both,N/A,N/A,N/A
k141_176130,Yes,No,Consensus,0.967,0.0684480965137481,Both,N/A,N/A,N/A
k141_150029,Yes,No,Consensus,0.92,0.0670571401715278,Both,N/A,N/A,N/A
k141_50736,Yes,No,Consensus,,0.0005445453571155,Both,N/A,N/A,N/A
k141_6899,Yes,No,Consensus,0.527,0.8403089642524719,Both,N/A,N/A,N/A
k141_66571,Yes,No,Consensus,1.0,0.0128822717815637,Both,N/A,N/A,N/A
NODE_5908_length_1077_cov_1.268102,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.9978352189064026,Both
