sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_37664,Yes,No,Consensus,0.993,0.0053323497995734,Both,N/A,N/A,N/A
k141_67389,Yes,No,Consensus,0.947,0.0623485893011093,Both,N/A,N/A,N/A
k141_86410,Yes,No,Consensus,0.687,0.0376264192163944,Both,N/A,N/A,N/A
k141_81968,Yes,No,Consensus,0.993,0.0318896137177944,Both,N/A,N/A,N/A
k141_136134,Yes,No,Consensus,0.667,1.631588747841306e-05,Both,N/A,N/A,N/A
k141_33016,Yes,No,Consensus,0.887,0.4534255564212799,Both,N/A,N/A,N/A
k141_146250,Yes,No,Consensus,0.713,0.0160436499863863,Both,N/A,N/A,N/A
k141_115849,Yes,No,Consensus,0.727,0.9999523758888244,Both,N/A,N/A,N/A
NODE_6725_length_1040_cov_1.408122,No,Yes,Consensus,N/A,N/A,N/A,0.78,0.0076582627370953,Both
k141_131518,Yes,No,Consensus,0.913,0.13785420358181,Both,N/A,N/A,N/A
NODE_412_length_2300_cov_6.779955,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.2197104543447494,Both
k141_172112,Yes,No,Consensus,1.0,0.2008441835641861,Both,N/A,N/A,N/A
k141_35694,Yes,No,Consensus,0.633,0.3360787034034729,Both,N/A,N/A,N/A
k141_86943,Yes,No,Consensus,0.987,0.3529359698295593,Both,N/A,N/A,N/A
k141_156362,Yes,No,Consensus,0.84,0.0002468745806254,Both,N/A,N/A,N/A
k141_176843,Yes,No,Consensus,0.767,6.431894234992797e-07,Both,N/A,N/A,N/A
k141_88858,Yes,No,Consensus,0.593,1.2746646405048525e-08,Both,N/A,N/A,N/A
k141_151570,Yes,No,Consensus,0.92,0.0670571401715278,Both,N/A,N/A,N/A
k141_87500,Yes,No,Consensus,0.753,0.0035135664511471,Both,N/A,N/A,N/A
k141_127201,Yes,No,Consensus,0.827,0.9999996423721312,Both,N/A,N/A,N/A
k141_68376,Yes,No,Consensus,0.72,0.1446924060583114,Both,N/A,N/A,N/A
NODE_5826_length_1080_cov_2.183415,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0015407705213874,Both
k141_145853,Yes,No,Consensus,0.753,0.0127360019832849,Both,N/A,N/A,N/A
k141_108578,Yes,No,Consensus,1.0,0.0065380688756704,Both,N/A,N/A,N/A
k141_95227,Yes,No,Consensus,0.727,0.0147344507277011,Both,N/A,N/A,N/A
k141_169543,Yes,No,Consensus,0.58,0.082447662949562,Both,N/A,N/A,N/A
k141_98819,Yes,No,Consensus,0.98,0.0212974678725004,Both,N/A,N/A,N/A
k141_175406,Yes,No,Consensus,0.973,0.0095846317708492,Both,N/A,N/A,N/A
k141_163288,Yes,No,Consensus,0.807,0.0054944166913628,Both,N/A,N/A,N/A
k141_38331,Yes,No,Consensus,0.5,0.022693496197462,Both,N/A,N/A,N/A
k141_45839,Yes,No,Consensus,0.927,0.4023945033550262,Both,N/A,N/A,N/A
k141_162614,Yes,No,Consensus,0.553,0.1263445764780044,Both,N/A,N/A,N/A
NODE_3746_length_1219_cov_4.390893,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.9999974966049194,Both
k141_84056,Yes,No,Consensus,0.98,0.4219403862953186,Both,N/A,N/A,N/A
k141_172287,Yes,No,Consensus,0.807,0.0008252234547398,Both,N/A,N/A,N/A
k141_24596,Yes,No,Consensus,0.96,0.0378823392093181,Both,N/A,N/A,N/A
k141_164709,Yes,No,Consensus,0.72,0.0002420085656922,Both,N/A,N/A,N/A
k141_114218,Yes,No,Consensus,0.973,0.9724398255348206,Both,N/A,N/A,N/A
k141_67665,Yes,No,Consensus,0.553,0.0002998553682118,Both,N/A,N/A,N/A
NODE_1918_length_1466_cov_2.523033,No,Yes,Consensus,N/A,N/A,N/A,,3.992912752437405e-06,Both
k141_138222,Yes,No,Consensus,0.933,0.0142867378890514,Both,N/A,N/A,N/A
k141_127583,Yes,No,Consensus,0.953,0.995896816253662,Both,N/A,N/A,N/A
k141_130949,Yes,No,Consensus,1.0,0.0019221199909225,Both,N/A,N/A,N/A
k141_43700,Yes,No,Consensus,0.747,2.2718146283295937e-05,Both,N/A,N/A,N/A
k141_143080,Yes,No,Consensus,0.987,0.3301540911197662,Both,N/A,N/A,N/A
k141_20108,Yes,No,Consensus,,0.2629821002483368,Both,N/A,N/A,N/A
k141_166992,Yes,No,Consensus,0.847,9.368571227241771e-06,Both,N/A,N/A,N/A
NODE_415_length_2297_cov_3.311775,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.999998927116394,Both
NODE_3007_length_1294_cov_1.748991,No,Yes,Consensus,N/A,N/A,N/A,0.613,0.0469331480562686,Both
k141_112504,Yes,No,Consensus,0.88,0.9368520379066468,Both,N/A,N/A,N/A
k141_30896,Yes,No,Consensus,0.627,0.0013901648344472,Both,N/A,N/A,N/A
k141_20377,Yes,No,Consensus,0.8,0.3115954399108886,Both,N/A,N/A,N/A
k141_173259,Yes,No,Consensus,0.78,0.060109868645668,Both,N/A,N/A,N/A
k141_62343,Yes,No,Consensus,0.6,0.016525600105524,Both,N/A,N/A,N/A
k141_101531,Yes,No,Consensus,0.96,0.1966714560985565,Both,N/A,N/A,N/A
k141_142148,Yes,No,Consensus,0.507,0.0020803564693778,Both,N/A,N/A,N/A
k141_39166,Yes,No,Consensus,0.58,0.513297975063324,Both,N/A,N/A,N/A
k141_72094,Yes,No,Consensus,0.967,0.5625512599945068,Both,N/A,N/A,N/A
k141_103215,Yes,No,Consensus,0.94,0.0766569525003433,Both,N/A,N/A,N/A
k141_57179,Yes,No,Consensus,0.853,0.0044819018803536,Both,N/A,N/A,N/A
k141_86225,Yes,No,Consensus,0.98,0.0325985103845596,Both,N/A,N/A,N/A
k141_13821,Yes,No,Consensus,0.553,0.1973555088043213,Both,N/A,N/A,N/A
k141_50583,Yes,No,Consensus,0.673,0.0028771257493644,Both,N/A,N/A,N/A
k141_170936,Yes,No,Consensus,0.793,0.7849621772766113,Both,N/A,N/A,N/A
k141_30596,Yes,No,Consensus,0.793,0.0026800744235515,Both,N/A,N/A,N/A
k141_168191,Yes,No,Consensus,0.633,0.1148713678121566,Both,N/A,N/A,N/A
k141_23640,Yes,No,Consensus,0.547,2.4863588805601462e-06,Both,N/A,N/A,N/A
k141_10167,Yes,No,Consensus,0.813,0.4148398637771606,Both,N/A,N/A,N/A
k141_69486,Yes,No,Consensus,0.867,0.2294862419366836,Both,N/A,N/A,N/A
k141_64205,Yes,No,Consensus,0.94,0.1755040436983108,Both,N/A,N/A,N/A
k141_31478,Yes,No,Consensus,1.0,0.4070939719676971,Both,N/A,N/A,N/A
k141_136205,Yes,No,Consensus,0.967,0.0001127990180975,Both,N/A,N/A,N/A
k141_40933,Yes,No,Consensus,0.88,0.3747739791870117,Both,N/A,N/A,N/A
k141_146423,Yes,No,Consensus,0.72,0.0053506749682128,Both,N/A,N/A,N/A
k141_49511,Yes,No,Consensus,0.573,0.0068480093032121,Both,N/A,N/A,N/A
k141_102026,Yes,No,Consensus,0.987,0.2160101979970932,Both,N/A,N/A,N/A
k141_171186,Yes,No,Consensus,0.993,0.3317314684391022,Both,N/A,N/A,N/A
k141_22025,Yes,No,Consensus,0.627,0.0004384041822049,Both,N/A,N/A,N/A
k141_3870,Yes,No,Consensus,0.92,0.0072587677277624,Both,N/A,N/A,N/A
k141_49547,Yes,No,Consensus,0.973,0.000415783812059,Both,N/A,N/A,N/A
k141_154306,Yes,No,Consensus,0.94,0.6312863826751709,Both,N/A,N/A,N/A
k141_43605,Yes,No,Consensus,1.0,1.7438169379602186e-05,Both,N/A,N/A,N/A
k141_177420,Yes,No,Consensus,0.96,0.0482130832970142,Both,N/A,N/A,N/A
k141_16984,Yes,No,Consensus,1.0,0.4934152066707611,Both,N/A,N/A,N/A
k141_52420,Yes,No,Consensus,0.767,0.0004668914189096,Both,N/A,N/A,N/A
k141_135216,Yes,No,Consensus,0.673,0.0529652088880538,Both,N/A,N/A,N/A
k141_25145,Yes,No,Consensus,0.98,0.86725252866745,Both,N/A,N/A,N/A
k141_179395,Yes,No,Consensus,1.0,7.686881872359663e-06,Both,N/A,N/A,N/A
NODE_2969_length_1298_cov_2.176187,No,Yes,Consensus,N/A,N/A,N/A,0.527,1.2681889316468188e-08,Both
k141_119228,Yes,No,Consensus,0.56,0.6106075644493103,Both,N/A,N/A,N/A
k141_139,Yes,No,Consensus,0.733,0.8838955163955688,Both,N/A,N/A,N/A
k141_97189,Yes,No,Consensus,0.7,0.4486533403396606,Both,N/A,N/A,N/A
k141_1520,Yes,No,Consensus,1.0,0.0004313999088481,Both,N/A,N/A,N/A
NODE_1194_length_1669_cov_1.988228,No,Yes,Consensus,N/A,N/A,N/A,0.68,0.0040791621431708,Both
k141_16967,Yes,No,Consensus,0.78,0.0012269016588106,Both,N/A,N/A,N/A
k141_45488,Yes,No,Consensus,0.787,8.106070708890911e-06,Both,N/A,N/A,N/A
k141_61136,Yes,No,Consensus,0.5,4.137415601235261e-07,Both,N/A,N/A,N/A
k141_13404,Yes,No,Consensus,0.96,0.0153695102781057,Both,N/A,N/A,N/A
k141_89848,Yes,No,Consensus,0.987,0.0732481256127357,Both,N/A,N/A,N/A
k141_141871,Yes,No,Consensus,0.7,0.0060851112939417,Both,N/A,N/A,N/A
k141_149687,Yes,No,Consensus,0.84,1.5124633137020282e-06,Both,N/A,N/A,N/A
NODE_7287_length_1017_cov_1.885655,No,Yes,Consensus,N/A,N/A,N/A,0.647,0.0001325998600805,Both
k141_170297,Yes,No,Consensus,0.527,1.2251818588993046e-05,Both,N/A,N/A,N/A
k141_46622,Yes,No,Consensus,0.947,0.0048987865447998,Both,N/A,N/A,N/A
NODE_4592_length_1156_cov_1.211626,No,Yes,Consensus,N/A,N/A,N/A,,2.5244702555937693e-05,Both
k141_158162,Yes,No,Consensus,0.813,0.2321128845214843,Both,N/A,N/A,N/A
k141_173260,Yes,No,Consensus,0.947,0.0001456282770959,Both,N/A,N/A,N/A
k141_64661,Yes,No,Consensus,0.913,0.0860340595245361,Both,N/A,N/A,N/A
k141_128419,Yes,No,Consensus,0.553,0.005255953874439,Both,N/A,N/A,N/A
k141_42333,Yes,No,Consensus,0.9,0.1053837239742279,Both,N/A,N/A,N/A
k141_129515,Yes,No,Consensus,1.0,0.9971705675125122,Both,N/A,N/A,N/A
k141_97416,Yes,No,Consensus,1.0,1.979170338017866e-05,Both,N/A,N/A,N/A
k141_160780,Yes,No,Consensus,0.947,0.5547200441360474,Both,N/A,N/A,N/A
k141_48369,Yes,No,Consensus,0.88,0.2274959087371826,Both,N/A,N/A,N/A
k141_109741,Yes,No,Consensus,0.82,0.002470318460837,Both,N/A,N/A,N/A
k141_60573,Yes,No,Consensus,1.0,1.3941894305702363e-09,Both,N/A,N/A,N/A
k141_155384,Yes,No,Consensus,1.0,0.3895324766635895,Both,N/A,N/A,N/A
k141_23394,Yes,No,Consensus,0.607,0.0086867846548557,Both,N/A,N/A,N/A
NODE_214_length_2775_cov_3.170221,No,Yes,Consensus,N/A,N/A,N/A,0.527,0.0003370297490619,Both
k141_174641,Yes,No,Consensus,1.0,0.8456077575683594,Both,N/A,N/A,N/A
NODE_3581_length_1232_cov_2.187766,No,Yes,Consensus,N/A,N/A,N/A,0.547,2.3612614086232497e-07,Both
k141_15942,Yes,No,Consensus,0.973,0.0005294698057696,Both,N/A,N/A,N/A
k141_47255,Yes,No,Consensus,0.833,0.2682949006557464,Both,N/A,N/A,N/A
k141_27871,Yes,No,Consensus,0.98,0.0909526869654655,Both,N/A,N/A,N/A
k141_146138,Yes,No,Consensus,0.607,0.5024424195289612,Both,N/A,N/A,N/A
k141_133164,Yes,No,Consensus,0.513,5.5135828915808816e-06,Both,N/A,N/A,N/A
k141_131792,Yes,No,Consensus,0.5,0.0002921831037383,Both,N/A,N/A,N/A
k141_38773,Yes,No,Consensus,0.633,6.750234024366364e-05,Both,N/A,N/A,N/A
NODE_893_length_1819_cov_2.356576,No,Yes,Consensus,N/A,N/A,N/A,0.627,0.7566157579421997,Both
k141_148550,Yes,No,Consensus,0.58,0.2617855668067932,Both,N/A,N/A,N/A
NODE_774_length_1886_cov_3.287275,No,Yes,Consensus,N/A,N/A,N/A,0.953,0.5822798609733582,Both
k141_132851,Yes,No,Consensus,0.627,0.0006009235512465,Both,N/A,N/A,N/A
k141_118120,Yes,No,Consensus,0.853,5.060063358541811e-06,Both,N/A,N/A,N/A
k141_55470,Yes,No,Consensus,0.86,1.2537547666724436e-09,Both,N/A,N/A,N/A
k141_87931,Yes,No,Consensus,1.0,0.9162408113479614,Both,N/A,N/A,N/A
k141_170119,Yes,No,Consensus,,0.3753652274608612,Both,N/A,N/A,N/A
k141_117849,Yes,No,Consensus,0.673,0.0055610141716897,Both,N/A,N/A,N/A
k141_46953,Yes,No,Consensus,0.907,0.0001165365902124,Both,N/A,N/A,N/A
k141_147615,Yes,No,Consensus,,0.0080010117962956,Both,N/A,N/A,N/A
k141_47082,Yes,No,Consensus,0.627,0.0008946768939495,Both,N/A,N/A,N/A
k141_117239,Yes,No,Consensus,1.0,4.16402835980989e-05,Both,N/A,N/A,N/A
k141_39470,Yes,No,Consensus,1.0,0.0002054238866548,Both,N/A,N/A,N/A
NODE_1549_length_1545_cov_3.516107,No,Yes,Consensus,N/A,N/A,N/A,0.587,0.031179953366518,Both
k141_117261,Yes,No,Consensus,0.76,0.0193801261484622,Both,N/A,N/A,N/A
k141_23186,Yes,No,Consensus,0.987,0.5650059580802917,Both,N/A,N/A,N/A
k141_104967,Yes,No,Consensus,0.507,0.0017268424853682,Both,N/A,N/A,N/A
k141_127539,Yes,No,Consensus,0.947,0.8791821002960205,Both,N/A,N/A,N/A
k141_50846,Yes,No,Consensus,1.0,0.4774921238422394,Both,N/A,N/A,N/A
k141_63967,Yes,No,Consensus,0.62,0.000274371006526,Both,N/A,N/A,N/A
NODE_2397_length_1374_cov_4.510993,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9791239500045776,Both
NODE_2826_length_1314_cov_2.544877,No,Yes,Consensus,N/A,N/A,N/A,,0.0876754596829414,Both
k141_24307,Yes,No,Consensus,0.713,0.8338873386383057,Both,N/A,N/A,N/A
k141_7582,Yes,No,Consensus,0.74,0.0151026593521237,Both,N/A,N/A,N/A
k141_58536,Yes,No,Consensus,0.587,3.949880920117721e-07,Both,N/A,N/A,N/A
k141_9789,Yes,No,Consensus,,2.1647797439072747e-06,Both,N/A,N/A,N/A
k141_2088,Yes,No,Consensus,0.973,0.9005031585693359,Both,N/A,N/A,N/A
k141_157937,Yes,No,Consensus,0.92,4.440236807567999e-05,Both,N/A,N/A,N/A
k141_63387,Yes,No,Consensus,0.74,0.2473832219839096,Both,N/A,N/A,N/A
k141_3502,Yes,No,Consensus,0.753,0.9918274879455566,Both,N/A,N/A,N/A
k141_154841,Yes,No,Consensus,0.793,5.169938231119886e-05,Both,N/A,N/A,N/A
k141_177115,Yes,No,Consensus,0.88,0.0046261064708232,Both,N/A,N/A,N/A
k141_105883,Yes,No,Consensus,0.913,1.7045695130946115e-05,Both,N/A,N/A,N/A
k141_53231,Yes,No,Consensus,0.873,0.0084129590541124,Both,N/A,N/A,N/A
k141_201,Yes,No,Consensus,0.787,0.150121197104454,Both,N/A,N/A,N/A
k141_114168,Yes,No,Consensus,0.853,0.0012131615076214,Both,N/A,N/A,N/A
NODE_3291_length_1261_cov_5.129353,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.0327068194746971,Both
k141_79030,Yes,No,Consensus,0.733,1.0285378266416956e-05,Both,N/A,N/A,N/A
k141_98783,Yes,No,Consensus,0.7,9.059684089152142e-06,Both,N/A,N/A,N/A
k141_85500,Yes,No,Consensus,0.633,0.0248482376337051,Both,N/A,N/A,N/A
k141_140787,Yes,No,Consensus,0.727,0.0230542719364166,Both,N/A,N/A,N/A
k141_89236,Yes,No,Consensus,0.987,0.0336723737418651,Both,N/A,N/A,N/A
k141_144892,Yes,No,Consensus,1.0,0.1671301573514938,Both,N/A,N/A,N/A
k141_63636,Yes,No,Consensus,0.893,0.012278196401894,Both,N/A,N/A,N/A
k141_139046,Yes,No,Consensus,0.84,0.170254111289978,Both,N/A,N/A,N/A
k141_40474,Yes,No,Consensus,0.733,0.0106435921043157,Both,N/A,N/A,N/A
k141_54083,Yes,No,Consensus,0.907,0.1872685849666595,Both,N/A,N/A,N/A
k141_28718,Yes,No,Consensus,0.94,0.0001734574907459,Both,N/A,N/A,N/A
k141_11370,Yes,No,Consensus,0.78,0.9481088519096376,Both,N/A,N/A,N/A
k141_121477,Yes,No,Consensus,1.0,0.5188866853713989,Both,N/A,N/A,N/A
k141_147476,Yes,No,Consensus,0.827,0.0001557078503537,Both,N/A,N/A,N/A
NODE_1304_length_1627_cov_5.342239,No,Yes,Consensus,N/A,N/A,N/A,0.647,0.0222396031022071,Both
k141_141769,Yes,No,Consensus,0.94,0.0793924629688263,Both,N/A,N/A,N/A
k141_141173,Yes,No,Consensus,0.613,0.4016808867454529,Both,N/A,N/A,N/A
k141_91621,Yes,No,Consensus,0.847,2.05750922077641e-07,Both,N/A,N/A,N/A
k141_80996,Yes,No,Consensus,0.613,0.0002263696806039,Both,N/A,N/A,N/A
k141_47955,Yes,No,Consensus,0.993,0.5106303095817566,Both,N/A,N/A,N/A
k141_75919,Yes,No,Consensus,1.0,0.0007683469448238,Both,N/A,N/A,N/A
k141_65910,Yes,No,Consensus,1.0,0.0767564624547958,Both,N/A,N/A,N/A
k141_160405,Yes,No,Consensus,0.64,0.1735443472862243,Both,N/A,N/A,N/A
NODE_2606_length_1343_cov_1.841615,No,Yes,Consensus,N/A,N/A,N/A,0.553,0.0051417453214526,Both
NODE_5908_length_1077_cov_1.268102,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.9978352189064026,Both
k141_37965,Yes,No,Consensus,0.733,0.0011917861411347,Both,N/A,N/A,N/A
k141_169982,Yes,No,Consensus,0.933,0.1577653735876083,Both,N/A,N/A,N/A
k141_2458,Yes,No,Consensus,0.727,0.018967043608427,Both,N/A,N/A,N/A
k141_109951,Yes,No,Consensus,0.5,4.554916813503951e-06,Both,N/A,N/A,N/A
k141_131972,Yes,No,Consensus,0.547,0.0709484666585922,Both,N/A,N/A,N/A
k141_12981,Yes,No,Consensus,0.987,0.7622432708740234,Both,N/A,N/A,N/A
k141_39737,Yes,No,Consensus,0.953,4.540766440186417e-06,Both,N/A,N/A,N/A
k141_57768,Yes,No,Consensus,0.907,1.0492964065633714e-05,Both,N/A,N/A,N/A
k141_57539,Yes,No,Consensus,0.56,0.1262206733226776,Both,N/A,N/A,N/A
k141_132123,Yes,No,Consensus,0.913,0.7816731929779053,Both,N/A,N/A,N/A
k141_133949,Yes,No,Consensus,0.513,1.940541551448405e-06,Both,N/A,N/A,N/A
k141_89146,Yes,No,Consensus,1.0,0.0184435993432998,Both,N/A,N/A,N/A
k141_105837,Yes,No,Consensus,0.847,0.9902509450912476,Both,N/A,N/A,N/A
k141_67034,Yes,No,Consensus,0.727,0.1435357928276062,Both,N/A,N/A,N/A
k141_70566,Yes,No,Consensus,0.793,0.0164619758725166,Both,N/A,N/A,N/A
k141_77284,Yes,No,Consensus,0.853,4.3694635678548366e-05,Both,N/A,N/A,N/A
k141_37340,Yes,No,Consensus,0.96,0.1553353369235992,Both,N/A,N/A,N/A
k141_3848,Yes,No,Consensus,0.54,0.0154952388256788,Both,N/A,N/A,N/A
k141_24204,Yes,No,Consensus,0.853,0.4839092195034027,Both,N/A,N/A,N/A
k141_170401,Yes,No,Consensus,0.993,0.0787520036101341,Both,N/A,N/A,N/A
k141_39061,Yes,No,Consensus,0.96,0.0066000195220112,Both,N/A,N/A,N/A
k141_17284,Yes,No,Consensus,0.84,1.0,Both,N/A,N/A,N/A
k141_79441,Yes,No,Consensus,0.68,1.7785161787742257e-07,Both,N/A,N/A,N/A
k141_47550,Yes,No,Consensus,0.847,7.672499486943707e-05,Both,N/A,N/A,N/A
k141_34193,Yes,No,Consensus,0.507,0.0007761545130051,Both,N/A,N/A,N/A
k141_8845,Yes,No,Consensus,0.513,0.0004881205968558,Both,N/A,N/A,N/A
k141_149720,Yes,No,Consensus,0.987,0.0074741230346262,Both,N/A,N/A,N/A
k141_100141,Yes,No,Consensus,0.947,0.0001112877143896,Both,N/A,N/A,N/A
k141_47894,Yes,No,Consensus,0.947,0.2700371146202087,Both,N/A,N/A,N/A
k141_33220,Yes,No,Consensus,0.947,0.0429600104689598,Both,N/A,N/A,N/A
k141_76016,Yes,No,Consensus,0.807,0.0082919830456376,Both,N/A,N/A,N/A
k141_108332,Yes,No,Consensus,0.847,0.0754884630441665,Both,N/A,N/A,N/A
k141_174065,Yes,No,Consensus,0.753,0.0044897529296576,Both,N/A,N/A,N/A
k141_128138,Yes,No,Consensus,0.66,0.0006898766150698,Both,N/A,N/A,N/A
k141_161647,Yes,No,Consensus,0.887,0.6306290626525879,Both,N/A,N/A,N/A
NODE_931_length_1799_cov_2.681193,No,Yes,Consensus,N/A,N/A,N/A,0.82,0.4625877737998962,Both
k141_36356,Yes,No,Consensus,1.0,0.9993977546691896,Both,N/A,N/A,N/A
k141_122900,Yes,No,Consensus,,0.1550056636333465,Both,N/A,N/A,N/A
k141_14781,Yes,No,Consensus,0.767,0.0903415381908416,Both,N/A,N/A,N/A
k141_163808,Yes,No,Consensus,0.587,0.003473246935755,Both,N/A,N/A,N/A
NODE_4361_length_1171_cov_2.677419,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.8076138496398926,Both
k141_15098,Yes,No,Consensus,0.54,0.5988335609436035,Both,N/A,N/A,N/A
k141_127690,Yes,No,Consensus,0.52,4.163520372912899e-07,Both,N/A,N/A,N/A
k141_83454,Yes,No,Consensus,0.887,1.1245191444686498e-06,Both,N/A,N/A,N/A
k141_75273,Yes,No,Consensus,0.527,0.0038747596554458,Both,N/A,N/A,N/A
k141_15617,Yes,No,Consensus,0.987,9.054637928329613e-08,Both,N/A,N/A,N/A
k141_31843,Yes,No,Consensus,0.553,0.3862362504005432,Both,N/A,N/A,N/A
k141_63391,Yes,No,Consensus,0.807,0.3632351458072662,Both,N/A,N/A,N/A
NODE_6314_length_1057_cov_1.453094,No,Yes,Consensus,N/A,N/A,N/A,0.993,8.797202463028952e-05,Both
k141_123588,Yes,No,Consensus,0.953,0.7402883768081665,Both,N/A,N/A,N/A
k141_137024,Yes,No,Consensus,0.813,0.0334359966218471,Both,N/A,N/A,N/A
k141_161630,Yes,No,Consensus,0.787,0.026369510218501,Both,N/A,N/A,N/A
k141_143950,Yes,No,Consensus,,0.1629268676042556,Both,N/A,N/A,N/A
k141_165102,Yes,No,Consensus,0.987,0.1793635189533233,Both,N/A,N/A,N/A
k141_121098,Yes,No,Consensus,,0.3067256808280945,Both,N/A,N/A,N/A
k141_159464,Yes,No,Consensus,,0.6655920743942261,Both,N/A,N/A,N/A
k141_36211,Yes,No,Consensus,0.527,0.4440497756004333,Both,N/A,N/A,N/A
k141_38595,Yes,No,Consensus,0.993,8.507737220497802e-05,Both,N/A,N/A,N/A
k141_54274,Yes,No,Consensus,0.813,2.3285906536330003e-06,Both,N/A,N/A,N/A
k141_82266,Yes,No,Consensus,0.553,0.0016651948681101,Both,N/A,N/A,N/A
k141_50023,Yes,No,Consensus,0.64,0.3599549531936645,Both,N/A,N/A,N/A
k141_95800,Yes,No,Consensus,0.973,0.8696664571762085,Both,N/A,N/A,N/A
k141_103062,Yes,No,Consensus,0.933,0.032485544681549,Both,N/A,N/A,N/A
k141_97697,Yes,No,Consensus,0.98,0.1248104572296142,Both,N/A,N/A,N/A
k141_97414,Yes,No,Consensus,0.913,0.0016268324106931,Both,N/A,N/A,N/A
k141_153786,Yes,No,Consensus,0.927,0.1251703649759292,Both,N/A,N/A,N/A
k141_6807,Yes,No,Consensus,0.68,2.13883540709503e-05,Both,N/A,N/A,N/A
k141_27124,Yes,No,Consensus,0.9,6.503441454697168e-06,Both,N/A,N/A,N/A
NODE_5382_length_1104_cov_1.022879,No,Yes,Consensus,N/A,N/A,N/A,0.573,1.693166450422723e-05,Both
k141_173244,Yes,No,Consensus,0.76,0.0557179562747478,Both,N/A,N/A,N/A
k141_176963,Yes,No,Consensus,0.953,0.0972479134798049,Both,N/A,N/A,N/A
k141_154301,Yes,No,Consensus,0.9,0.0007082467200234,Both,N/A,N/A,N/A
k141_161938,Yes,No,Consensus,0.527,4.832368176721502e-06,Both,N/A,N/A,N/A
NODE_583_length_2059_cov_2.571856,No,Yes,Consensus,N/A,N/A,N/A,0.513,9.33129122131504e-05,Both
k141_115698,Yes,No,Consensus,1.0,0.3529235124588012,Both,N/A,N/A,N/A
k141_78617,Yes,No,Consensus,0.713,0.0002154110261471,Both,N/A,N/A,N/A
k141_172663,Yes,No,Consensus,0.887,0.0013007039669901,Both,N/A,N/A,N/A
k141_180752,Yes,No,Consensus,0.607,1.0116788871528117e-05,Both,N/A,N/A,N/A
k141_26207,Yes,No,Consensus,0.56,0.8601737022399902,Both,N/A,N/A,N/A
k141_169670,Yes,No,Consensus,0.907,0.0001713000674499,Both,N/A,N/A,N/A
k141_162234,Yes,No,Consensus,0.907,0.5026248097419739,Both,N/A,N/A,N/A
k141_11018,Yes,No,Consensus,0.527,0.0742966756224632,Both,N/A,N/A,N/A
NODE_5024_length_1127_cov_1.245336,No,Yes,Consensus,N/A,N/A,N/A,0.62,0.0226551704108715,Both
NODE_6922_length_1032_cov_3.287615,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0012184968218207,Both
NODE_3491_length_1241_cov_2.006745,No,Yes,Consensus,N/A,N/A,N/A,,9.436789838446202e-08,Both
k141_36006,Yes,No,Consensus,1.0,0.088318333029747,Both,N/A,N/A,N/A
k141_133965,Yes,No,Consensus,0.727,0.0487467348575592,Both,N/A,N/A,N/A
NODE_4775_length_1144_cov_1.348026,No,Yes,Consensus,N/A,N/A,N/A,1.0,5.362619049265049e-06,Both
NODE_5920_length_1076_cov_1.595495,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.0260393545031547,Both
k141_50037,Yes,No,Consensus,0.967,0.3416626453399658,Both,N/A,N/A,N/A
k141_78729,Yes,No,Consensus,1.0,0.1135146468877792,Both,N/A,N/A,N/A
k141_127967,Yes,No,Consensus,0.98,0.0008499842952005,Both,N/A,N/A,N/A
k141_155421,Yes,No,Consensus,0.833,0.4248501658439636,Both,N/A,N/A,N/A
k141_132409,Yes,No,Consensus,0.753,1.4541616110363975e-05,Both,N/A,N/A,N/A
k141_167614,Yes,No,Consensus,0.52,0.0648423880338668,Both,N/A,N/A,N/A
NODE_57_length_3898_cov_4.072860,No,Yes,Consensus,N/A,N/A,N/A,0.907,1.0,Both
k141_50031,Yes,No,Consensus,0.993,0.0037708838935941,Both,N/A,N/A,N/A
k141_62296,Yes,No,Consensus,0.74,0.1965147107839584,Both,N/A,N/A,N/A
NODE_2982_length_1297_cov_1.221417,No,Yes,Consensus,N/A,N/A,N/A,0.993,2.922699027241293e-10,Both
k141_135265,Yes,No,Consensus,0.867,1.3689566003449729e-05,Both,N/A,N/A,N/A
k141_127080,Yes,No,Consensus,0.993,0.52813321352005,Both,N/A,N/A,N/A
k141_17944,Yes,No,Consensus,0.993,0.3074301183223724,Both,N/A,N/A,N/A
k141_87894,Yes,No,Consensus,0.593,0.015436346642673,Both,N/A,N/A,N/A
k141_53369,Yes,No,Consensus,0.64,0.4331118464469909,Both,N/A,N/A,N/A
k141_62148,Yes,No,Consensus,,0.2960937917232513,Both,N/A,N/A,N/A
k141_48374,Yes,No,Consensus,0.84,1.9587510905694216e-05,Both,N/A,N/A,N/A
